dNumb,Published,Department,Judge,Judge4Search,PicFileName,Page,AwardRank,Winner,Winner4Search,Title,SubTitle,WinnerArea,WinnerClub1,WinnerClub2,WinnerClub3,WinnerClub4,Area,Place,DayTime,Year,Month,Day,Season,Hour,Min,TimeZone,Weather,Subject,Composition,Camera,Lens,FocalLength,Exposure,WB,ColorMode,Tripod,TriPodHead,DataOfPhoto,Selection Comments,MapLink,OfficialSite,Logic_Advice,Context_Advice
10880,2021N,,,,NT_044.jpg,49,,三冨　博文,三冨博文,凜冽の紋様,,神奈川,日本山岳写真協会,,,,長野県松本市乗鞍,美ヶ原　王ヶ頭,2020-01-13 07:00:00,2020,1,13,,7,0,,晴れ,板状節理　雪　霧氷　山,近　中　遠,Mamiya 7Ⅱ,Mamiya N 50mm F4.5L,50,f22・1/4秒,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E7%BE%8E%E3%83%B6%E5%8E%9F%E3%80%80%E7%8E%8B%E3%83%B6%E9%A0%AD,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%9D%BE%E6%9C%AC%E5%B8%82%E4%B9%97%E9%9E%8D%20%E7%BE%8E%E3%83%B6%E5%8E%9F%E3%80%80%E7%8E%8B%E3%83%B6%E9%A0%AD%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10881,2021N,,,,NT_045.jpg,40,,東　博章,東博章,暮秋の架け橋,,三重,写団守破離,日本風景写真協会,,,三重県津市,,2019-12-15 07:00:00,2019,12,15,,7,0,,曇り,葉　滝　枝　落ち葉,遠,TOYO-FIELD 810M,Rodenstock Sironar-N 240mm F5.6,240,f32・2秒,,,三脚,,RVP F,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%87%8D%E7%9C%8C%E6%B4%A5%E5%B8%82%E5%BD%B9%E6%89%80,,,
10882,2021N,,,,NT_046.jpg,54,,田原　芳明,田原芳明,寂の刻,,埼玉,写団渡良瀬,,,,栃木県那須塩原市,大沼園池,2016-12-20 08:00:00,2016,12,20,,8,0,,晴れ,氷　薄氷　雪　沼　切り株,遠,PENTAX 645NⅡ,FA645 150-300mm F5.6ED［IF］,,f16AE(1/10秒・-0.3EV）,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E9%82%A3%E9%A0%88%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E5%A4%A7%E6%B2%BC%E5%9C%92%E6%B1%A0,https://www.google.com/search?q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E9%82%A3%E9%A0%88%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E5%A4%A7%E6%B2%BC%E5%9C%92%E6%B1%A0%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10883,2021N,,,,NT_047.jpg,33,,増田　修,増田修,秋終い,,奈良,FCCなら,,,,奈良県宇陀市榛原区,榛原鳥見山公園,2019-10-30 07:00:00,2019,10,30,,7,0,,晴れ,落ち葉　空　夕焼け,近　中,HASSELBLAD CX,Carl Zeiss 150mm CF F4,150,f16・15秒,,,地面,,RDPⅢ,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%AE%87%E9%99%80%E5%B8%82%E6%A6%9B%E5%8E%9F%E5%8C%BA%20%E6%A6%9B%E5%8E%9F%E9%B3%A5%E8%A6%8B%E5%B1%B1%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%AE%87%E9%99%80%E5%B8%82%E6%A6%9B%E5%8E%9F%E5%8C%BA%20%E6%A6%9B%E5%8E%9F%E9%B3%A5%E8%A6%8B%E5%B1%B1%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10884,2021N,,,,NT_048.jpg,31,,辻　康成,辻康成,川霧の筏道,,奈良,日本風景写真協会,,,,長野県大桑村,木曽川,2020-07-10 09:00:00,2020,7,10,,9,0,,雨,川　川霧　霧　山　民家　谷,遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE(1.5秒）,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E6%A1%91%E6%9D%91%20%E6%9C%A8%E6%9B%BD%E5%B7%9D,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E6%A1%91%E6%9D%91%20%E6%9C%A8%E6%9B%BD%E5%B7%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10885,2021N,,,,NT_049.jpg,19,,平山　幸司,平山幸司,春潤う,,岐阜,写友風,,,,岐阜県関市,植野,2020-03-22 07:00:00,2020,3,22,,7,0,,晴れ,苔　ショウジョウバカマ　切り株,近　,Canon EOS-1V,EF24-105mm F4L IS USM,,f16AE,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%96%A2%E5%B8%82%20%E6%A4%8D%E9%87%8E,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%96%A2%E5%B8%82%20%E6%A4%8D%E9%87%8E%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10886,2021N,,,,NT_050.jpg,51,,石倉　敏之,石倉敏之,朝日射す岩壁,,新潟,久比岐ネイチャーフォトグラファ,写友かたくり,,,群馬県みなかみ市,谷川岳 一ノ倉沢,2016-12-03 07:00:00,2016,12,3,,7,0,,晴れ,岩壁　雲　朝日　山　雪,遠,Mamiya 645 Pro,Angulon 90mm F6.8,90,f11・1/8秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E3%81%BF%E3%81%AA%E3%81%8B%E3%81%BF%E5%B8%82%20%E8%B0%B7%E5%B7%9D%E5%B2%B3%20%E4%B8%80%E3%83%8E%E5%80%89%E6%B2%A2,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E3%81%BF%E3%81%AA%E3%81%8B%E3%81%BF%E5%B8%82%20%E8%B0%B7%E5%B7%9D%E5%B2%B3%20%E4%B8%80%E3%83%8E%E5%80%89%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10887,2021N,,,,NT_051.jpg,35,,森山　和明,森山和明,ナメゴ谷秋景,,大阪,,,,,奈良県上北村,ナメゴ谷,2009-11-02 07:30:00,2009,11,2,,7,30,,晴れ,紅葉　谷　山　朝靄,中　,HASSELBLAD 500CM,Sonnar CF150mm F4,150,f8・1/125秒,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E4%B8%8A%E5%8C%97%E6%9D%91%20%E3%83%8A%E3%83%A1%E3%82%B4%E8%B0%B7,https://www.google.com/search?q=%E5%A5%88%E8%89%AF%E7%9C%8C%E4%B8%8A%E5%8C%97%E6%9D%91%20%E3%83%8A%E3%83%A1%E3%82%B4%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10888,2021N,,,,NT_052.jpg,52,,川上　真知子,川上真知子,緩やかに明けゆく,,愛知,フォト四季の会,フォトクラブ風,,,愛知県設楽町,,2020-01-05 07:00:00,2020,1,5,,7,0,,晴れ,雪　草　霧　霧氷,近　中　遠,PENTAX 645NⅡ,FA645 35mm F3.5AL［IF］,,f22AE(1/8秒）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E8%A8%AD%E6%A5%BD%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10889,2021N,,,,NT_053.jpg,38,,中野　浩嗣,中野浩嗣,秋色の水辺,,香川,,,,,徳島県三好市,,2015-10-25 14:00:00,2015,10,25,,14,0,,晴れ,川　水面　紅葉　石,近,TOYO-FIELD 45AⅡ,FUJINON A240㎜ F9,240,B120秒(f45),,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E5%BE%B3%E5%B3%B6%E7%9C%8C%E4%B8%89%E5%A5%BD%E5%B8%82%E5%BD%B9%E6%89%80,,,
10890,2021N,,,,NT_054.jpg,35,,内藤　昇,内藤昇,憩い,,東京,日本風景写真協会,写団薬師,,,東京都八王子市,小宮公園,2014-11-25 15:00:00,2014,11,25,,15,0,,雨,コブシ　紅葉　木　ベンチ　落ち葉,中　遠,Nikon F100,Tokina AT-X280 PRO 28-80mm F2.8,,f22・1/30秒,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%85%AB%E7%8E%8B%E5%AD%90%E5%B8%82%20%E5%B0%8F%E5%AE%AE%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%85%AB%E7%8E%8B%E5%AD%90%E5%B8%82%20%E5%B0%8F%E5%AE%AE%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10891,2021N,,,,NT_055.jpg,56,,谷口　浩也,谷口浩也,冬陽,,京都,写団守破離,日本風景写真協会,,,京都府和束町,,2019-01-01 07:00:00,2019,1,1,,7,0,,晴れ,茶畑　畝　山,近　中　遠,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f19AE(0.7秒）,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E5%92%8C%E6%9D%9F%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
10892,2021N,,,,NT_056.jpg,34,,高橋　清,高橋清,終焉,,東京,KJ須山会,日本風景写真協会,,,群馬県草津,芳ヶ平,2012-10-01 05:00:00,2012,10,255,中旬,5,0,,晴れ,白根ブドウ　紅葉　白骨樹　夕焼け　木　草,近　中　遠,PENTAX 645NⅡ,FA645 45-85mm F4.5,,f22AE(30秒・-0.2EV）,,,三脚,,RVP100_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E8%8D%89%E6%B4%A5%20%E8%8A%B3%E3%83%B6%E5%B9%B3,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E8%8D%89%E6%B4%A5%20%E8%8A%B3%E3%83%B6%E5%B9%B3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10893,2021N,,,,NT_057.jpg,43,,吉田　功,吉田功,晩秋の湿原,,東京,キヤノンクラブ,,,,群馬県片品村,尾瀬ケ原,2018-10-22 06:00:00,2018,10,22,,6,0,,晴れ,湿原　霜　靄　紅葉　池,近　中　遠,Canon EOS-3,EF70-200mm F2.8L IS Ⅱ,,f11AE(1/15秒）,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E7%89%87%E5%93%81%E6%9D%91%20%E5%B0%BE%E7%80%AC%E3%82%B1%E5%8E%9F,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E7%89%87%E5%93%81%E6%9D%91%20%E5%B0%BE%E7%80%AC%E3%82%B1%E5%8E%9F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10894,2021N,,,,NT_058.jpg,25,,山口　ようこ,山口ようこ,湧き立つ紅雲,,新潟,自然奏フォト,フォト蔵,日本風景写真協会,,岐阜県高山市上宝町,魔王園地付近,2012-07-26 04:00:00,2012,7,26,,4,0,,晴れ,雲海　雲　山　朝日,中　遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E4%B8%8A%E5%AE%9D%E7%94%BA%20%E9%AD%94%E7%8E%8B%E5%9C%92%E5%9C%B0%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E4%B8%8A%E5%AE%9D%E7%94%BA%20%E9%AD%94%E7%8E%8B%E5%9C%92%E5%9C%B0%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10895,2021N,,,,NT_059.jpg,42,,飯山　武夫,飯山武夫,季節のバトン,,千葉,写団四季,,,,千葉県君津市,鹿野山神野寺,2019-11-29 08:00:00,2019,11,29,,8,0,,晴れ,紅葉　木　氷　カエデ,近　中,HASSELBLAD 500CM,Planner CF80mm F2.5,80,f16・1/2秒,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E8%91%89%E7%9C%8C%E5%90%9B%E6%B4%A5%E5%B8%82%20%E9%B9%BF%E9%87%8E%E5%B1%B1%E7%A5%9E%E9%87%8E%E5%AF%BA,https://www.google.com/search?q=%E5%8D%83%E8%91%89%E7%9C%8C%E5%90%9B%E6%B4%A5%E5%B8%82%20%E9%B9%BF%E9%87%8E%E5%B1%B1%E7%A5%9E%E9%87%8E%E5%AF%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10896,2021N,,,,NT_060.jpg,30,,平光　省二,平光省二,緑陰に流る,,岐阜,日本風景写真協会,,,,岐阜県高山市上宝町,丹生川町池之俣,2020-06-16 09:00:00,2020,6,16,,9,0,,晴れ,池　シダ　渓流　草木　,近　中　,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f19AE(-0.3EV）,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E4%B8%8A%E5%AE%9D%E7%94%BA%20%E4%B8%B9%E7%94%9F%E5%B7%9D%E7%94%BA%E6%B1%A0%E4%B9%8B%E4%BF%A3,https://www.google.com/search?q=%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E4%B8%8A%E5%AE%9D%E7%94%BA%20%E4%B8%B9%E7%94%9F%E5%B7%9D%E7%94%BA%E6%B1%A0%E4%B9%8B%E4%BF%A3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10897,2021N,,,,NT_061.jpg,15,,薄井　透,薄井透,春絵巻,,栃木,グループ風,,,,長野県池田町,陸郷桜仙峡,2014-04-19 06:00:00,2014,4,19,,6,0,,晴れ,桜　木々　山肌　　山里,中　遠,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f32AE(2秒・-0.3EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%99%B8%E9%83%B7%E6%A1%9C%E4%BB%99%E5%B3%A1,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%99%B8%E9%83%B7%E6%A1%9C%E4%BB%99%E5%B3%A1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10898,2021N,,,,NT_062.jpg,21,,佐藤　裕香,佐藤裕香,希望の光,,大阪,X FUKEI Photographers Party,日本風景写真協会,,,福井県池田町,龍双ヶ滝,2014-04-26 08:00:00,2014,4,26,,8,0,,晴れ,滝　カツラ　芽吹き　若葉　岩,中　　,HASSELBLAD 503CW,Sonnar CF250mm Superachromat,250,f32・1秒,,,手持ち,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BA%95%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%BE%8D%E5%8F%8C%E3%83%B6%E6%BB%9D,https://www.google.com/search?q=%E7%A6%8F%E4%BA%95%E7%9C%8C%E6%B1%A0%E7%94%B0%E7%94%BA%20%E9%BE%8D%E5%8F%8C%E3%83%B6%E6%BB%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10899,2021N,,,,NT_063.jpg,20,,伊藤　富雄,伊藤富雄,バトンタッチ,,愛知,,,,,長野県大町市,,2018-05-16 08:00:00,2018,5,16,,8,0,,晴れ曇り,若葉　花びら　葉,近,HASSELBLAD 503CW,Makro-Planar CFE 120mm F4,120,f16AE(1/2秒）,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E7%94%BA%E5%B8%82%E5%BD%B9%E6%89%80,,,
10900,2021N,,,,NT_064.jpg,42,,山田　康雄,山田康雄,蒼いとき,,埼玉,,,,,群馬県片品村,菅沼,2014-11-30 07:00:00,2014,11,30,,7,0,,晴れ,湖　霧　木々　湖岸,遠　,PENTAX 645NⅡ,FA645 150-300mm F5.6ED［IF］,,f19AE(0.7秒・-0.5EV）,,,三脚,,RVP　F,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E7%89%87%E5%93%81%E6%9D%91%20%E8%8F%85%E6%B2%BC,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E7%89%87%E5%93%81%E6%9D%91%20%E8%8F%85%E6%B2%BC%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10901,2021N,,,,NT_065.jpg,49,,榎本　康子,榎本康子,凍つる季(とき),,東京,写団薬師,,,,北海道旭川市,,2019-11-29 14:00:00,2019,11,29,,14,0,,曇り,ハス　池　葉　薄氷　氷　雪,近　中,PENTAX 645NⅡ,FA645 80-160mm F4.5,,f22AE(1/3秒・+1EV）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%82%E5%BD%B9%E6%89%80,,,
10902,2021N,,,,NT_066.jpg,32,,羽根　和良,羽根和良,砂の浜夕景,,東京,フォトグループいぶき,,,,東京都大島町,伊豆大島,2010-08-28 18:00:00,2010,8,28,,18,0,,晴れ,波　海　,中　面　,Canon EOS-1V,EF100-400mm F4.5-5.6L,,f11AE,,,三脚,,E100VS_PL,,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%B3%B6%E7%94%BA%20%E4%BC%8A%E8%B1%86%E5%A4%A7%E5%B3%B6,https://www.google.com/search?q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%B3%B6%E7%94%BA%20%E4%BC%8A%E8%B1%86%E5%A4%A7%E5%B3%B6%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10903,2021N,,,,NT_067.jpg,20,,西山　浩,西山浩,雑木蕭条,,東京,X FUKEI Photographers Party,,,,奈良県宇陀市榛原区,,2017-04-17 13:00:00,2017,4,17,,13,0,,曇り,杉林　雑木　木　枝,中　面　,HASSELBLAD 501CM,Planar CF 100mm F3.5,100,f16・1/15秒,,,三脚,,RVPⅢ,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%AE%87%E9%99%80%E5%B8%82%E6%A6%9B%E5%8E%9F%E5%8C%BA%E5%BD%B9%E6%89%80,,,
10904,2021N,,,,NT_068.jpg,29,,鷹野　悠久子,鷹野悠久子,緑陰に響く,,東京,林 惣一写真教室,,,,栃木県那須塩原市,スッカン沢,2012-07-10 11:00:00,2012,7,10,,11,0,,晴れ,木々　新緑　滝　岩　渓谷,近　中,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f11AE(1/2秒・+0.3EV）,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E9%82%A3%E9%A0%88%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E3%82%B9%E3%83%83%E3%82%AB%E3%83%B3%E6%B2%A2,https://www.google.com/search?q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E9%82%A3%E9%A0%88%E5%A1%A9%E5%8E%9F%E5%B8%82%20%E3%82%B9%E3%83%83%E3%82%AB%E3%83%B3%E6%B2%A2%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10905,2021N,,,,NT_069.jpg,19,,大津　基,大津基,幽艶,,神奈川,,,,,静岡県伊豆天城市,天城山,2019-05-16 08:00:00,2019,5,16,,8,0,,曇り,森　馬酔木　木　ミツバツツジ　霧　ブナ,中　,PENTAX 645NⅡ,FA645 45-85mm F4.5,,f16AE(3秒・-0.3EV）,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E9%9D%99%E5%B2%A1%E7%9C%8C%E4%BC%8A%E8%B1%86%E5%A4%A9%E5%9F%8E%E5%B8%82%20%E5%A4%A9%E5%9F%8E%E5%B1%B1,https://www.google.com/search?q=%E9%9D%99%E5%B2%A1%E7%9C%8C%E4%BC%8A%E8%B1%86%E5%A4%A9%E5%9F%8E%E5%B8%82%20%E5%A4%A9%E5%9F%8E%E5%B1%B1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10906,2021N,,,,NT_070.jpg,17,,長尾　恵美子,長尾恵美子,水辺の華,,東京,山岳写真同人四季,,,,新潟県十日町市,美人林,2018-04-26 05:30:00,2018,4,26,,5,30,,晴れ,水面　池　ダケカンバ　芽,中　面　,Mamiya 645 Pro,Mamiya 100－210mm F4.5,,f22・2秒,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%8D%81%E6%97%A5%E7%94%BA%E5%B8%82%20%E7%BE%8E%E4%BA%BA%E6%9E%97,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E5%8D%81%E6%97%A5%E7%94%BA%E5%B8%82%20%E7%BE%8E%E4%BA%BA%E6%9E%97%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10907,2021N,,,,NT_071.jpg,53,,松下　照子,松下照子,晩秋　,,東京,四季会,フォトグループいぶき,他,,福島県北塩原村裏磐梯,小野川湖畔,2019-12-01 06:00:00,2019,12,1,,6,0,,曇りのち薄日,水面　落葉　木々　影,近　,PENTAX 645NⅡ,FA645 33-55mm F4.5AL,,f22AE,,,三脚,,RVP100,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E6%9D%91%E8%A3%8F%E7%A3%90%E6%A2%AF%20%E5%B0%8F%E9%87%8E%E5%B7%9D%E6%B9%96%E7%95%94,https://www.google.com/search?q=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%A1%A9%E5%8E%9F%E6%9D%91%E8%A3%8F%E7%A3%90%E6%A2%AF%20%E5%B0%8F%E9%87%8E%E5%B7%9D%E6%B9%96%E7%95%94%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10908,2021N,,,,NT_072.jpg,48,,本多　繁,本多繁,朽ち果てて,,長野,日本写真文化協会,,,,長野県駒ヶ根市,菅ノ台 古城登山口,2018-11-06 07:00:00,2018,11,6,,7,0,,晴れ,枝　霜　野花　花　木　老木,近　,HASSELBLAD 503CW,Planner CF80mm F2.8,80,f11AE(1/60秒）,,,三脚,,RVP100_PL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%A7%92%E3%83%B6%E6%A0%B9%E5%B8%82%20%E8%8F%85%E3%83%8E%E5%8F%B0%20%E5%8F%A4%E5%9F%8E%E7%99%BB%E5%B1%B1%E5%8F%A3,https://www.google.com/search?q=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%A7%92%E3%83%B6%E6%A0%B9%E5%B8%82%20%E8%8F%85%E3%83%8E%E5%8F%B0%20%E5%8F%A4%E5%9F%8E%E7%99%BB%E5%B1%B1%E5%8F%A3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10909,2021N,,,,NT_073.jpg,21,,山　弘孝,山弘孝,競演,,福岡,日本風景写真協会,,,,宮崎県五ヶ瀬町,白滝,2019-06-01 07:00:00,2019,6,1,,7,0,,曇り,モミジ　岩　枝　滝　木,中　遠,HASSELBLAD 203FE,Sonnar FE150mm F2.8,150,f22AE(3秒・-0.3EV）,,,三脚,,RVP50,,https://www.google.com/maps/search/?api=1&query=%E5%AE%AE%E5%B4%8E%E7%9C%8C%E4%BA%94%E3%83%B6%E7%80%AC%E7%94%BA%20%E7%99%BD%E6%BB%9D,https://www.google.com/search?q=%E5%AE%AE%E5%B4%8E%E7%9C%8C%E4%BA%94%E3%83%B6%E7%80%AC%E7%94%BA%20%E7%99%BD%E6%BB%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10910,2021N,,,,NT_074.jpg,27,,草地　聡,草地聡,山上華やぐ,,埼玉,,,,,山梨県南アルプス市,南アルプス　間ノ岳,2018-07-02 05:00:00,2018,7,2,,5,0,,晴れ,キバナシャクナゲ　花　草　山　空　雲海,近　中　遠,PENTAX 67Ⅱ,67 55mm F4,55,f22・1秒,,,三脚,,RVP50_PL,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E6%A2%A8%E7%9C%8C%E5%8D%97%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E5%B8%82%20%E5%8D%97%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E3%80%80%E9%96%93%E3%83%8E%E5%B2%B3,https://www.google.com/search?q=%E5%B1%B1%E6%A2%A8%E7%9C%8C%E5%8D%97%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E5%B8%82%20%E5%8D%97%E3%82%A2%E3%83%AB%E3%83%97%E3%82%B9%E3%80%80%E9%96%93%E3%83%8E%E5%B2%B3%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
10911,2021N,,,,NT_075.jpg,32,,柴田　作藏,柴田作藏,夕凪のジオパーク,,東京,,,,,静岡県島田市,恵比須島,2018-11-15 16:00:00,2018,11,15,,16,0,,晴れ,千畳敷　リボンアオサ　水面　苔　岩壁,近　中　遠　,Nikon　F5,AF-S NIKKOR 16-35mm F4G  ED  VR,,f16AE(1.6秒・-0.7EV）,,,三脚,,RVP100_PL＋ハーフND,,https://www.google.com/maps/search/?api=1&query=%E9%9D%99%E5%B2%A1%E7%9C%8C%E5%B3%B6%E7%94%B0%E5%B8%82%20%E6%81%B5%E6%AF%94%E9%A0%88%E5%B3%B6,https://www.google.com/search?q=%E9%9D%99%E5%B2%A1%E7%9C%8C%E5%B3%B6%E7%94%B0%E5%B8%82%20%E6%81%B5%E6%AF%94%E9%A0%88%E5%B3%B6%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
